ID,Dataset,Gender,ethnicity_census,Handedness,Age,AgeMonths,LCA_SEP,weighted_mean_track,weighted_mean_aim,weighted_mean_steer,ethnicity,ethnicity_3gp
4604,PSY,Female,1,Right,8,106,Employed no access to money,0.564928852,0.393297238,0.309630153,White,White British
4605,SS,Female,1,Right,4,59,Employed no access to money,-0.690134497,-0.410348225,-0.193604513,White,White British
4606,PSY,Female,1,Right,8,96,Least dep and most educated,0.156847584,0.163503154,0.351333996,White,White British
4607,PSY,Male,1,Right,9,112,Employed no access to money,0.630257109,-0.022581459,-0.138774344,White,White British
4608,SS,Male,1,Right,5,66,Employed no access to money,-0.311037416,-1.490295872,-0.040271268,White,White British
4609,PSY,Male,13,Right,8,106,Employed no access to money,0.40130576,0.8069125,0.39467729,Mixed,Other
4610,SS,Male,13,Right,5,60,Employed no access to money,-0.416419381,-0.236912779,0.137387512,Mixed,Other
4611,PSY,Male,5,Right,8,98,Benefits but coping,0.583955048,0.563356507,0.254573585,Asian/Asian British,Pakistani
4612,PSY,Female,1,Right,9,114,Most dep,0.56339587,0.540462596,0.346353311,White,White British
4613,PSY,Female,15,Left,9,108,Employed no access to money,0.541810339,0.572645098,0.325605153,Mixed,Other
4614,PSY,Female,16,Right,8,96,Most dep,0.276832722,0.424454642,-0.025327905,Mixed,Other
4615,PSY,Female,1,Right,8,100,Employed not mat dep,0.475753424,0.097580689,0.285089966,White,White British
4616,SS,Female,1,Right,5,69,Employed not mat dep,0.382396859,-0.090698209,-0.173362683,White,White British
4617,PSY,Female,1,Right,9,111,Most dep,-0.207446291,0.248686321,0.323290271,White,White British
4618,SS,Female,1,Right,5,61,Most dep,-0.969648811,-0.768329547,0.014742747,White,White British
4619,PSY,Female,1,Right,8,106,Least dep and most educated,0.360390933,0.9179099,0.409010132,White,White British
4620,SS,Female,1,Right,4,56,Least dep and most educated,-0.020739939,-0.87756222,0.262974846,White,White British
4621,PSY,Female,1,Right,8,100,Employed not mat dep,0.626782267,0.703343396,0.328050707,White,White British
4622,PSY,Female,1,Right,9,108,Employed no access to money,0.327015465,0.198565985,0.423085557,White,White British
4623,SS,Female,1,Right,5,62,Employed no access to money,-0.357160015,-0.238192083,0.067447208,White,White British
4624,PSY,Female,1,Right,8,101,Employed not mat dep,0.2060287,0.156701075,0.312364046,White,White British
4625,PSY,Male,1,Right,8,98,Employed no access to money,0.234798942,-0.051681149,-0.005332101,White,White British
4626,PSY,Male,1,Right,8,104,Most dep,0.280864818,0.290122791,0.282079265,White,White British
4627,PSY,Male,5,Right,7,90,Benefits but coping,0.163780903,0.259716688,0.135281103,Asian/Asian British,Pakistani
4628,PSY,Female,5,Right,7,88,Most dep,0.367396881,0.272452535,0.268277032,Asian/Asian British,Pakistani
4629,PSY,Male,5,Left,7,94,Most dep,0.503719113,0.568699253,0.199793625,Asian/Asian British,Pakistani
4630,PSY,Male,1,Right,9,113,Employed not mat dep,0.610345248,0.855495254,-0.870325455,White,White British
4631,SS,Male,1,Right,5,67,Employed not mat dep,-3.215329071,-1.804402721,-0.191749503,White,White British
4632,PSY,Male,1,Right,9,114,Employed no access to money,0.614377782,0.591350435,0.011077845,White,White British
4633,SS,Male,1,Right,5,67,Employed no access to money,-0.158087959,-0.375411227,0.112167712,White,White British
4634,PSY,Male,1,Left,8,99,Employed not mat dep,0.519706868,0.4874983,0.336013818,White,White British
4635,PSY,Female,1,Right,8,96,Most dep,-0.101852524,-0.65103278,-0.488868021,White,White British
4636,PSY,Male,1,Right,8,107,Least dep and most educated,0.625764165,0.423499285,0.366500271,White,White British
4637,SS,Male,1,Right,5,61,Least dep and most educated,-0.380542102,-0.949881904,0.150846644,White,White British
4638,PSY,Male,5,Right,7,85,Benefits but coping,-0.165540025,0.178580195,0.235147392,Asian/Asian British,Pakistani
4639,PSY,Male,5,Right,7,88,Benefits but coping,-0.009080579,0.270959294,0.185734776,Asian/Asian British,Pakistani
4640,PSY,Female,1,Right,7,87,Least dep and most educated,0.356977735,0.511089958,0.096592718,White,White British
4641,PSY,Male,19,Right,9,108,Least dep and most educated,0.574530632,0.483119929,0.192220891,NA,NA
4642,PSY,Male,1,Right,9,108,Employed no access to money,0.113189095,-0.181496967,0.343607804,White,White British
4643,SS,Male,1,Right,5,62,Employed no access to money,-0.334110456,-1.164083171,-0.252402705,White,White British
4644,PSY,Male,1,Right,7,91,Least dep and most educated,0.45123341,0.406726784,0.36769537,White,White British
4645,SS,Male,1,Right,4,59,Least dep and most educated,-0.370107761,-0.96770685,-0.477515703,White,White British
4646,PSY,Male,19,Right,8,107,Employed not mat dep,NA,NA,NA,NA,NA
4647,PSY,Female,1,Right,7,93,Most dep,0.208693198,0.370420992,-0.199756974,White,White British
4648,PSY,Female,5,Left,8,105,Least dep and most educated,0.631814,0.481055919,0.344895791,Asian/Asian British,Pakistani
4649,SS,Female,5,Left,4,55,Least dep and most educated,-0.564717766,-1.464494139,0.16449178,Asian/Asian British,Pakistani
4650,PSY,Male,15,Right,9,108,Benefits but coping,0.522396576,0.185148669,0.275777356,Mixed,Other
4651,PSY,Male,1,Right,8,102,Employed not mat dep,0.44988071,0.166846678,0.21482585,White,White British
4652,SS,Male,1,Right,4,52,Employed not mat dep,-0.248446106,NA,-0.179757228,White,White British
4653,PSY,Male,1,Right,7,94,Least dep and most educated,0.551212578,0.467108192,0.251413514,White,White British
4654,PSY,Female,1,Right,9,108,Employed no access to money,0.477929889,0.29479392,0.229660356,White,White British
4655,SS,Female,1,Right,5,61,Employed no access to money,-0.546536726,-0.523210283,0.161600844,White,White British
4656,PSY,Male,1,Right,7,93,Employed not mat dep,0.380250701,0.344597941,-0.066027211,White,White British
4657,PSY,Male,1,Right,8,104,Most dep,0.664942623,0.515490131,0.29949595,White,White British
4658,PSY,Female,6,Right,7,92,Benefits but coping,0.323733409,-0.098268168,-0.520101962,Asian/Asian British,Other
4659,PSY,Male,5,Right,7,90,Benefits but coping,0.515192691,-0.175527765,-0.369355012,Asian/Asian British,Pakistani
4660,PSY,Male,5,Right,7,92,Employed not mat dep,0.561449163,0.322354747,-0.171313096,Asian/Asian British,Pakistani
4661,PSY,Female,1,Right,9,111,Most dep,0.527954166,0.751587827,0.352960129,White,White British
4662,SS,Female,1,Right,5,65,Most dep,-0.047637268,-0.005724905,-0.589934516,White,White British
4663,PSY,Female,5,Right,8,98,Employed no access to money,0.372625832,0.589690942,0.21102061,Asian/Asian British,Pakistani
4664,PSY,Female,1,Right,8,98,Employed not mat dep,0.601206223,0.422786519,0.036266357,White,White British
4665,PSY,Male,5,Right,7,92,Employed not mat dep,0.536500318,0.491102564,0.247019757,Asian/Asian British,Pakistani
4666,PSY,Male,1,Right,7,95,Employed not mat dep,0.641098915,0.577642294,0.341565697,White,White British
4667,PSY,Male,1,Right,7,95,Most dep,0.641691142,0.587475266,0.134358501,White,White British
4668,PSY,Male,5,Right,8,103,Least dep and most educated,-0.41351177,0.408400392,0.216841847,Asian/Asian British,Pakistani
4669,PSY,Female,1,Right,8,99,Most dep,0.343484301,-0.010452612,0.031321421,White,White British
4670,PSY,Female,1,Left,8,106,Employed no access to money,0.474132279,0.464784007,0.40795125,White,White British
4671,SS,Female,1,Left,4,59,Employed no access to money,-0.413315095,-0.924043393,-0.211070385,White,White British
4672,PSY,Male,1,Right,8,96,Benefits but coping,0.221491997,0.536307705,0.148860352,White,White British
4673,PSY,Female,1,Right,8,99,Employed not mat dep,0.47052314,0.322653516,0.175834967,White,White British
4674,PSY,Male,7,Right,9,115,Employed not mat dep,0.29950998,0.491539517,0.240734378,Asian/Asian British,Other
4675,PSY,Male,5,Right,7,95,Benefits but coping,-2.819472397,-2.793156375,-0.145452804,Asian/Asian British,Pakistani
4676,PSY,Male,4,Right,8,96,Employed not mat dep,0.228344303,0.229378915,0.233014145,White,Other
4677,PSY,Female,1,Right,8,96,Employed no access to money,0.040734532,NA,0.159507894,White,White British
4678,PSY,Male,1,Right,8,96,Employed not mat dep,0.415484123,0.129014053,0.213905029,White,White British
4679,PSY,Female,1,Right,7,94,Benefits but coping,0.472290894,0.446344666,0.319943008,White,White British
4680,SS,Female,1,Right,5,62,Benefits but coping,-0.329532661,NA,0.220692608,White,White British
4681,PSY,Female,1,Right,8,101,Employed not mat dep,0.30914011,0.267550747,-0.204814561,White,White British
4682,PSY,Male,15,Right,9,109,Benefits but coping,0.564366787,0.591053355,0.107630465,Mixed,Other
4683,PSY,Male,1,Right,8,103,Employed not mat dep,0.492731549,0.716543435,0.344661003,White,White British
4684,SS,Male,1,Right,4,53,Employed not mat dep,-0.90307881,NA,-0.381130649,White,White British
4685,PSY,Female,1,Right,7,89,Most dep,-0.09540443,-0.313724574,NA,White,White British
4686,PSY,Female,1,Right,7,89,Least dep and most educated,0.199247315,0.149121467,0.140269759,White,White British
4687,PSY,Female,1,Right,8,96,Benefits but coping,0.483096781,0.427701959,0.264900201,White,White British
4688,PSY,Female,1,Right,7,87,Least dep and most educated,0.374355897,NA,-0.236282917,White,White British
4689,PSY,Female,1,Right,7,94,Employed not mat dep,0.000652944,NA,-0.123645726,White,White British
4690,PSY,Male,1,Right,9,112,Most dep,0.390345597,0.388544848,0.08757535,White,White British
4691,SS,Male,1,Right,5,66,Most dep,-1.320645289,-1.118125327,-2.574987975,White,White British
4692,PSY,Female,5,Right,9,112,Most dep,0.58632134,1.105891641,0.1041297,Asian/Asian British,Pakistani
4693,SS,Female,5,Right,5,65,Most dep,0.075585116,-0.150518716,0.240403725,Asian/Asian British,Pakistani
4694,PSY,Male,5,Right,7,95,Benefits but coping,-0.159975282,-0.232163582,0.311372816,Asian/Asian British,Pakistani
4695,PSY,Female,5,Right,7,85,Employed no access to money,0.424951945,-0.167242368,0.172473025,Asian/Asian British,Pakistani
4696,PSY,Male,1,Right,7,90,Employed not mat dep,0.210557819,0.474534643,0.102933701,White,White British
4697,PSY,Female,1,Right,8,103,Employed not mat dep,0.595089234,0.428380963,0.202394537,White,White British
4698,SS,Female,1,Right,4,53,Employed not mat dep,0.095454449,-1.544433047,0.052334407,White,White British
4699,PSY,Male,5,Left,9,109,Benefits but coping,0.272697548,0.396257453,0.246313327,Asian/Asian British,Pakistani
4700,SS,Male,5,Left,5,63,Benefits but coping,-0.912223413,-1.40756875,-0.642637473,Asian/Asian British,Pakistani
4701,PSY,Female,12,Right,9,112,Employed no access to money,0.66854734,NA,0.348140603,Black/Black British,Other
4702,SS,Female,12,Right,5,66,Employed no access to money,0.119522726,-0.668094483,0.123670985,Black/Black British,Other
4703,PSY,Male,1,Left,8,100,Employed not mat dep,0.631194556,0.983233079,0.338905214,White,White British
4704,PSY,Male,5,Right,8,107,Least dep and most educated,0.408943548,0.293905491,0.126049658,Asian/Asian British,Pakistani
4705,SS,Male,5,Right,5,61,Least dep and most educated,-1.214128656,NA,-0.09019477,Asian/Asian British,Pakistani
4706,PSY,Male,5,Right,7,89,Benefits but coping,-0.087426623,-0.342128333,-0.070716779,Asian/Asian British,Pakistani
4707,PSY,Male,1,Right,8,104,Employed not mat dep,0.435777298,0.8259567,0.367602467,White,White British
4708,SS,Male,1,Right,4,54,Employed not mat dep,0.220228158,-1.632823868,-0.21175273,White,White British
4709,PSY,Male,1,Right,7,90,Employed not mat dep,0.369935746,0.729599088,-1.172948933,White,White British
4710,SS,Male,1,Right,4,58,Employed not mat dep,0.524566065,-0.634499086,0.081430272,White,White British
4711,PSY,Female,1,Right,7,86,Least dep and most educated,-0.572185187,-0.008553005,0.303392497,White,White British
4712,PSY,Female,5,Right,8,96,Least dep and most educated,-0.880195881,0.01170043,0.307421989,Asian/Asian British,Pakistani
4713,PSY,Female,1,Right,8,98,Employed not mat dep,0.212383167,0.46763276,0.093846429,White,White British
4714,PSY,Female,5,Right,8,103,Least dep and most educated,-1.553509119,0.149907822,0.090091909,Asian/Asian British,Pakistani
4715,SS,Female,5,Right,4,57,Least dep and most educated,-2.048384212,-1.552603222,-0.299473731,Asian/Asian British,Pakistani
4716,PSY,Male,1,Right,9,112,Employed not mat dep,0.440012507,NA,0.0455077,White,White British
4717,SS,Male,1,Right,5,65,Employed not mat dep,-0.779968588,-0.715869787,-0.316121228,White,White British
4718,PSY,Male,5,Right,9,110,Least dep and most educated,0.090170816,0.482253266,0.366490755,Asian/Asian British,Pakistani
4719,SS,Male,5,Right,5,62,Least dep and most educated,-0.917280674,-0.27700032,-0.053182009,Asian/Asian British,Pakistani
4720,PSY,Female,1,Left,8,96,Employed not mat dep,0.564519172,NA,0.348709928,White,White British
4721,PSY,Female,1,Right,8,96,Benefits but coping,0.52463203,0.510841916,0.297739272,White,White British
4722,PSY,Male,1,Right,8,99,Least dep and most educated,0.424234357,-0.111624452,0.18432644,White,White British
4723,PSY,Male,1,Right,8,101,Least dep and most educated,0.55124289,0.274945749,-0.610298723,White,White British
4724,PSY,Female,5,Right,8,105,Least dep and most educated,0.417662408,0.311691723,0.071823429,Asian/Asian British,Pakistani
4725,SS,Female,5,Right,4,59,Least dep and most educated,-1.018891648,-0.826571508,-0.590694566,Asian/Asian British,Pakistani
4726,PSY,Male,1,Right,8,107,Benefits but coping,0.348152458,0.062242338,0.289096804,White,White British
4727,SS,Male,1,Right,5,61,Benefits but coping,-0.811955976,-1.57693024,-0.637840221,White,White British
4728,PSY,Male,1,Right,7,95,Employed no access to money,0.559144081,0.664843761,0.227738988,White,White British
4729,PSY,Female,5,Right,8,104,Employed no access to money,0.692221553,0.34392062,0.291387343,Asian/Asian British,Pakistani
4730,SS,Female,5,Right,4,57,Employed no access to money,-0.697437222,-0.319001609,0.207166806,Asian/Asian British,Pakistani
4731,PSY,Male,6,Right,8,107,Employed no access to money,0.732723695,0.890617396,0.424943761,Asian/Asian British,Other
4732,SS,Male,6,Right,5,60,Employed no access to money,-0.478624718,-0.565075143,-0.002700633,Asian/Asian British,Other
4733,PSY,Female,19,Right,8,107,Employed no access to money,0.473221984,0.566396336,0.396642576,NA,NA
4734,PSY,Female,5,Right,8,96,Benefits but coping,0.621503006,0.185734607,-1.191099451,Asian/Asian British,Pakistani
4735,PSY,Female,1,Right,8,100,Employed not mat dep,0.52941767,-0.145908656,0.33949883,White,White British
4736,PSY,Female,1,Right,8,101,Employed not mat dep,0.417547466,0.31945523,-0.103250811,White,White British
4737,PSY,Male,1,Right,8,101,Employed no access to money,0.458229092,0.542391306,0.173535571,White,White British
4738,PSY,Male,5,Right,8,96,Most dep,-0.94558419,-0.598152755,-0.303590558,Asian/Asian British,Pakistani
4739,PSY,Male,1,Right,7,89,Employed not mat dep,0.493649357,0.304774498,0.177885586,White,White British
4740,PSY,Male,5,Right,8,98,Least dep and most educated,0.652464308,NA,0.244365585,Asian/Asian British,Pakistani
4741,PSY,Male,1,Right,8,101,Employed no access to money,0.701390446,0.66787552,0.220159984,White,White British
4742,PSY,Male,5,Right,8,101,Least dep and most educated,-0.690713977,0.271435183,0.050269688,Asian/Asian British,Pakistani
4743,PSY,Female,15,Right,8,102,Employed not mat dep,-0.810851917,-1.688694987,-0.26112889,Mixed,Other
4744,PSY,Male,1,Left,8,96,Most dep,0.50201833,0.676869609,0.203358831,White,White British
4745,PSY,Male,1,Right,7,95,Least dep and most educated,0.673695371,0.789075222,0.470974306,White,White British
4746,PSY,Male,1,Left,8,99,Least dep and most educated,0.402144428,0.450489085,0.373356064,White,White British
4747,PSY,Male,1,Right,8,97,Benefits but coping,0.146462503,-0.034020354,0.28057395,White,White British
4748,PSY,Female,19,Right,8,98,Benefits but coping,0.554887551,0.36566971,0.350010311,NA,NA
4749,PSY,Female,7,Left,8,97,Least dep and most educated,0.37223175,0.488260212,0.333515949,Asian/Asian British,Other
4750,PSY,Female,5,Right,7,94,Benefits but coping,0.178662565,0.293937268,0.132478466,Asian/Asian British,Pakistani
4751,PSY,Female,5,Right,8,96,Most dep,0.294757778,0.088162164,-0.318234524,Asian/Asian British,Pakistani
4752,PSY,Male,1,Right,8,101,Least dep and most educated,0.663839937,0.41873737,0.400163692,White,White British
4753,PSY,Female,1,Right,8,105,Employed not mat dep,0.151936408,0.773643549,-0.165535127,White,White British
4754,SS,Female,1,Right,4,55,Employed not mat dep,-0.11595828,NA,-0.277664447,White,White British
4755,PSY,Female,1,Right,7,91,Employed not mat dep,0.595694441,0.5902737,0.318623112,White,White British
4756,SS,Female,1,Right,5,60,Employed not mat dep,-0.5572955,-0.622841737,-0.333671632,White,White British
4757,PSY,Male,1,Left,8,97,Employed not mat dep,0.375790103,0.478214375,0.264080307,White,White British
4758,SS,Male,1,Left,5,65,Employed not mat dep,0.159410106,-0.139196884,-0.173846428,White,White British
4759,PSY,Male,1,Left,8,98,Employed no access to money,0.365523761,-0.028614504,0.218422907,White,White British
4760,PSY,Female,5,Right,8,96,Employed no access to money,0.549378835,NA,0.211276607,Asian/Asian British,Pakistani
4761,PSY,Male,1,Right,7,89,Employed not mat dep,0.565719061,NA,0.254854753,White,White British
4762,PSY,Male,1,Right,7,93,Employed not mat dep,0.503290509,0.235838411,0.18608342,White,White British
4763,PSY,Female,1,Right,7,91,Least dep and most educated,0.143771513,-0.11600392,0.13985618,White,White British
4764,PSY,Male,1,Right,7,89,Employed no access to money,0.604224439,0.154317239,0.246680188,White,White British
4765,PSY,Female,1,Left,7,91,Employed not mat dep,0.452145375,0.508489876,-0.27636772,White,White British
4766,PSY,Male,1,Right,7,86,Benefits but coping,0.323709232,-0.062807247,-0.194467522,White,White British
4767,PSY,Female,5,Right,7,93,Most dep,0.328585228,-0.183209869,0.343482901,Asian/Asian British,Pakistani
4768,PSY,Male,5,Right,9,111,Benefits but coping,0.683617173,0.720424374,0.304336479,Asian/Asian British,Pakistani
4769,SS,Male,5,Right,5,64,Benefits but coping,0.141758404,-0.730685104,0.015793512,Asian/Asian British,Pakistani
4770,PSY,Male,5,Right,9,109,Least dep and most educated,0.475226105,0.484667243,0.281522711,Asian/Asian British,Pakistani
4771,SS,Male,5,Right,5,62,Least dep and most educated,-0.022748853,NA,-0.03954862,Asian/Asian British,Pakistani
4772,PSY,Female,7,Right,7,93,Benefits but coping,0.27753109,0.23257456,0.213124971,Asian/Asian British,Other
4773,SS,Female,7,Right,5,62,Benefits but coping,-0.325969137,-1.472371394,-0.102992107,Asian/Asian British,Other
4774,PSY,Male,5,Right,7,94,Employed no access to money,0.563079775,0.347950753,0.221709279,Asian/Asian British,Pakistani
4775,PSY,Female,5,Right,7,95,Least dep and most educated,-0.202617627,0.464694082,0.363419298,Asian/Asian British,Pakistani
4776,PSY,Female,19,Right,9,109,Most dep,0.151060775,0.411178827,0.3617696,NA,NA
4777,PSY,Female,1,Right,9,112,Benefits but coping,0.535254883,0.413823231,0.284856928,White,White British
4778,SS,Female,1,Right,5,62,Benefits but coping,-0.15192854,-1.183467888,-0.013934829,White,White British
4779,PSY,Female,1,Right,8,97,Employed not mat dep,0.096844682,NA,0.053100643,White,White British
4780,SS,Female,1,Right,5,65,Employed not mat dep,0.036884891,-0.046008552,-0.055948842,White,White British
4781,PSY,Female,1,Right,7,93,Employed no access to money,0.555900354,0.400435007,0.406974194,White,White British
4782,SS,Female,1,Right,5,62,Employed no access to money,-0.433789744,NA,-0.042618371,White,White British
4783,PSY,Female,1,Right,8,107,Least dep and most educated,0.50317802,0.432977035,0.141777396,White,White British
4784,PSY,Female,1,Right,8,98,Employed not mat dep,0.51837475,NA,0.240862725,White,White British
4785,SS,Female,1,Right,5,66,Employed not mat dep,-1.180629906,0.031969509,-0.178678499,White,White British
4786,PSY,Male,1,Right,9,108,Employed not mat dep,0.452188643,0.440743552,0.151676519,White,White British
4787,PSY,Male,1,Right,9,112,Benefits but coping,0.684013279,0.762554951,0.418135198,White,White British
4788,SS,Male,1,Right,5,62,Benefits but coping,-0.118557111,-0.633504463,0.325898814,White,White British
4789,PSY,Female,15,Right,9,110,Most dep,0.145524428,0.290798354,0.237164145,Mixed,Other
4790,PSY,Female,1,Right,7,89,Employed not mat dep,0.468127529,0.4251548,0.323786694,White,White British
4791,SS,Female,1,Right,4,58,Employed not mat dep,-0.128177157,NA,0.189662556,White,White British
4792,PSY,Male,1,Right,8,96,Employed not mat dep,0.546992345,0.473935643,0.20387478,White,White British
4793,SS,Male,1,Right,5,64,Employed not mat dep,-2.06818066,NA,-0.412881314,White,White British
4794,PSY,Female,19,Right,9,108,Benefits but coping,0.537451471,0.624001185,0.438959547,NA,NA
4795,PSY,Female,1,Right,8,106,Employed not mat dep,0.432338246,0.812978358,0.031574367,White,White British
4796,PSY,Male,1,Right,8,100,Employed not mat dep,0.351502371,0.620148246,-0.386227949,White,White British
4797,SS,Male,1,Right,5,69,Employed not mat dep,0.637233461,0.013660617,-0.065089403,White,White British
4798,PSY,Female,1,Right,9,110,Employed not mat dep,0.111278747,0.319944336,-0.005100706,White,White British
4799,PSY,Female,5,Right,8,97,Benefits but coping,0.198249137,0.522599855,0.180215168,Asian/Asian British,Pakistani
4800,PSY,Female,5,Right,7,94,Least dep and most educated,0.161976451,0.166427005,0.068544829,Asian/Asian British,Pakistani
4801,PSY,Female,19,Left,8,106,Most dep,0.633803401,NA,0.468927445,NA,NA
4802,PSY,Male,5,Right,8,104,Benefits but coping,0.579026706,0.655526878,0.298405325,Asian/Asian British,Pakistani
4803,SS,Male,5,Right,4,56,Benefits but coping,0.197049813,-1.0220419,-0.22426188,Asian/Asian British,Pakistani
4804,PSY,Female,16,Right,8,100,Least dep and most educated,0.200832257,0.573155134,0.254372453,Mixed,Other
4805,SS,Female,16,Right,5,69,Least dep and most educated,0.340426779,0.14790139,0.309239439,Mixed,Other
4806,PSY,Female,1,Left,8,100,Employed not mat dep,0.024358915,0.165961754,0.277168251,White,White British
4807,SS,Female,1,Left,5,68,Employed not mat dep,-0.412896786,NA,0.034230951,White,White British
4808,PSY,Female,16,Right,7,93,Benefits but coping,0.393454991,0.336373391,-0.12316336,Mixed,Other
4809,PSY,Male,5,Right,9,112,Employed no access to money,0.656317531,0.934840294,0.345648409,Asian/Asian British,Pakistani
4810,SS,Male,5,Right,5,65,Employed no access to money,NA,NA,NA,Asian/Asian British,Pakistani
4811,PSY,Female,5,Right,9,108,Most dep,0.724116787,0.324476267,0.374187363,Asian/Asian British,Pakistani
4812,SS,Female,5,Right,5,61,Most dep,0.206249908,NA,0.017590036,Asian/Asian British,Pakistani
4813,PSY,Male,7,Right,7,92,Least dep and most educated,0.663824078,0.513645941,0.392096565,Asian/Asian British,Other
4814,SS,Male,7,Right,5,60,Least dep and most educated,-0.112199643,-0.837570174,0.259389971,Asian/Asian British,Other
4815,PSY,Female,1,Right,9,112,Employed not mat dep,0.352864281,0.50251877,0.381291751,White,White British
4816,PSY,Female,6,Right,7,95,Employed not mat dep,-0.177293673,NA,-0.049922423,Asian/Asian British,Other
4817,PSY,Female,5,Right,7,94,Employed no access to money,0.173837121,0.289948699,0.365395971,Asian/Asian British,Pakistani
4818,PSY,Male,5,Right,7,91,Least dep and most educated,0.457971645,0.448565878,0.386825002,Asian/Asian British,Pakistani
4819,PSY,Male,5,Right,7,94,Benefits but coping,0.373898952,0.425352202,-0.017056927,Asian/Asian British,Pakistani
4820,SS,Male,5,Right,5,63,Benefits but coping,NA,NA,NA,Asian/Asian British,Pakistani
4821,PSY,Female,7,Right,8,100,Benefits but coping,0.525017943,0.570196661,0.416035672,Asian/Asian British,Other
4822,SS,Female,7,Right,5,62,Benefits but coping,-0.547076189,NA,0.280493377,Asian/Asian British,Other
4823,PSY,Female,5,Right,8,101,Benefits but coping,0.351506483,0.473957793,0.197078432,Asian/Asian British,Pakistani
4824,SS,Female,5,Right,5,69,Benefits but coping,0.236322672,NA,-0.016127123,Asian/Asian British,Pakistani
4825,PSY,Male,5,Right,7,95,Benefits but coping,0.198713894,0.19505604,0.116989028,Asian/Asian British,Pakistani
4826,PSY,Male,1,Right,9,109,Most dep,-0.023190118,0.558970333,0.395038115,White,White British
4827,PSY,Male,5,Right,7,92,Benefits but coping,-1.02346582,-1.203586688,0.193066265,Asian/Asian British,Pakistani
4828,PSY,Male,4,Right,8,103,Least dep and most educated,0.630413869,0.741190486,-0.015887603,White,Other
4829,PSY,Male,1,Right,8,102,Least dep and most educated,0.646084249,0.404757944,0.259393444,White,White British
4830,PSY,Male,1,Right,8,100,Benefits but coping,-0.48143056,0.88133304,0.31397893,White,White British
4831,PSY,Female,1,Right,8,102,Employed not mat dep,0.482138579,0.534114662,0.021315135,White,White British
4832,PSY,Female,5,Right,8,101,Least dep and most educated,0.613292464,0.466760644,0.453063737,Asian/Asian British,Pakistani
4833,PSY,Female,5,Right,8,107,Benefits but coping,0.11543377,0.668107668,0.005579285,Asian/Asian British,Pakistani
4834,SS,Female,5,Right,5,60,Benefits but coping,-0.234202211,-0.676514982,-0.085517346,Asian/Asian British,Pakistani
4835,PSY,Male,5,Right,8,96,Least dep and most educated,-0.18894264,0.101070279,0.271042672,Asian/Asian British,Pakistani
4836,PSY,Female,5,Right,8,96,Benefits but coping,0.316029083,0.151881745,0.415619635,Asian/Asian British,Pakistani
4837,PSY,Male,5,Right,7,88,Least dep and most educated,0.433308749,0.189128181,0.335012747,Asian/Asian British,Pakistani
4838,PSY,Female,5,Left,7,88,Benefits but coping,-0.143260736,NA,0.259049082,Asian/Asian British,Pakistani
4839,PSY,Male,5,Right,8,96,Employed no access to money,-0.079160087,-0.652019381,-0.191416626,Asian/Asian British,Pakistani
4840,PSY,Female,5,Right,7,95,Most dep,-0.234676586,-0.552323594,-0.077084145,Asian/Asian British,Pakistani
4841,PSY,Male,5,Right,9,108,Most dep,0.414007243,0.291852985,0.306103514,Asian/Asian British,Pakistani
4842,SS,Male,5,Right,5,61,Most dep,-0.310350939,-2.009375868,-0.538426977,Asian/Asian British,Pakistani
4843,PSY,Female,5,Right,9,110,Least dep and most educated,0.327626425,0.444944437,0.290277844,Asian/Asian British,Pakistani
4844,PSY,Male,1,Left,8,107,Employed not mat dep,0.148877103,-0.063641931,0.138905044,White,White British
4845,PSY,Female,1,Right,8,100,Most dep,0.225153656,0.119693224,0.293900519,White,White British
4846,PSY,Male,5,Right,8,96,Employed not mat dep,0.509791405,0.126282911,0.184064164,Asian/Asian British,Pakistani
4847,PSY,Female,5,Left,8,104,Most dep,0.356111338,0.057306946,0.114449745,Asian/Asian British,Pakistani
4848,SS,Female,5,Left,4,57,Most dep,-0.826899988,NA,-0.782904806,Asian/Asian British,Pakistani
4849,PSY,Female,5,Right,7,91,Benefits but coping,0.660439924,0.646925456,0.448732244,Asian/Asian British,Pakistani
4850,SS,Female,5,Right,4,59,Benefits but coping,-0.181795881,0.142384609,0.105038405,Asian/Asian British,Pakistani
4851,PSY,Male,5,Right,8,97,Benefits but coping,0.364376008,0.097121377,-0.052720302,Asian/Asian British,Pakistani
4852,PSY,Male,5,Right,7,91,Benefits but coping,0.532106368,NA,-0.184943931,Asian/Asian British,Pakistani
4853,SS,Male,5,Right,5,60,Benefits but coping,-1.826518731,NA,-0.106701185,Asian/Asian British,Pakistani
4854,PSY,Female,5,Right,7,92,Most dep,0.290556056,-0.00209698,0.219857399,Asian/Asian British,Pakistani
4855,PSY,Male,5,Right,7,93,Most dep,0.435566561,0.413658635,0.423656024,Asian/Asian British,Pakistani
4856,PSY,Male,5,Right,8,97,Employed not mat dep,0.231165521,-0.071672981,0.050532548,Asian/Asian British,Pakistani
4857,PSY,Female,5,Right,7,87,Least dep and most educated,0.178631503,0.574185977,0.179703981,Asian/Asian British,Pakistani
4858,PSY,Female,5,Right,7,91,Benefits but coping,-0.500917049,NA,-0.080864534,Asian/Asian British,Pakistani
4859,PSY,Female,5,Right,7,94,Most dep,0.146808748,-0.334848047,0.072417324,Asian/Asian British,Pakistani
4860,PSY,Male,5,Right,8,96,Employed not mat dep,-1.725184949,-1.194838508,-0.179171579,Asian/Asian British,Pakistani
